timestamp_sec,drone_x,drone_y,drone_z,drone_vx,drone_vy,drone_vz,drone_heading,drone_roll_deg,drone_pitch_deg,drone_yaw_deg,drone_armed,drone_nav_state,target_x,target_y,target_z,bbox_area,bbox_confidence,boundary_violation,rover_x,rover_y,rover_z,rover_yaw_deg,rover_cmd_linear_x,rover_cmd_angular_z,wheel_1_pos,wheel_2_pos,wheel_3_pos,wheel_4_pos,distance_3d,distance_horizontal,relative_x,relative_y,relative_z
1759474874.6151822,74.00859832763672,76.21914672851562,-4.98126220703125,-0.00017229275545105338,0.0018412253120914102,-0.007960008457303047,1.9202994108200073,0.34497573323310055,0.13581230232817074,110.022398287166,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.35527221355632,106.23855681646126,74.00859832763672,76.21914672851562,-4.98126220703125
1759474875.6151164,73.96578216552734,76.20996856689453,-4.99090576171875,-0.0024162677582353354,0.0035282426979392767,-0.0010692692594602704,1.919479489326477,0.21069264561635145,-0.03915859813808456,109.97710828859083,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.3193556256228,106.20214800240763,73.96578216552734,76.20996856689453,-4.99090576171875
1759474876.6150732,73.9267578125,76.20584106445312,-4.992156982421875,-0.008397353813052177,0.003937222994863987,-0.0006808795733377337,1.919479489326477,0.13943072518079389,0.14177482150638568,109.97541657682878,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.28930973689623,106.1720101204113,73.9267578125,76.20584106445312,-4.992156982421875
1759474877.6153178,73.90187072753906,76.18207550048828,-4.99151611328125,-0.0009324544807896018,0.0028257009107619524,-0.006545025855302811,1.9187449216842651,0.12495938927670366,0.13882160961000256,109.93940781849278,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.25493098064267,106.13762351113762,73.90187072753906,76.18207550048828,-4.99151611328125
1759474878.6150231,73.89034271240234,76.1618881225586,-4.996551513671875,-0.0028431001119315624,-0.0008583663729950786,0.00025479617761448026,1.9179911613464355,0.039809621487195614,0.049594189849266786,109.88986452697688,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.23267611981814,106.1151070703385,73.89034271240234,76.1618881225586,-4.996551513671875
1759474879.615098,73.88593292236328,76.1595230102539,-4.994781494140625,-0.005313062574714422,-0.008340157568454742,-0.006234530359506607,1.9184592962265015,-0.07645774038812034,-0.07918114760177043,109.91338305578147,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.22783002175828,106.11033893526756,73.88593292236328,76.1595230102539,-4.994781494140625
1759474880.615049,73.89974212646484,76.17729187011719,-4.99652099609375,0.0033630153629928827,-0.0059057013131678104,-0.003624241566285491,1.9190990924835205,-0.023330246358586035,-0.18401166902619853,109.9513651493472,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.25025602363239,106.13270788509556,73.89974212646484,76.17729187011719,-4.99652099609375
1759474881.61502,73.9201431274414,76.20700073242188,-4.992034912109375,0.001005060039460659,-0.008676663972437382,-0.0064779664389789104,1.919744610786438,-0.14594153720768382,-0.2922592723151267,109.98855746332976,1,14,-0.051562500000000004,1.1833333333333333,0.0,1334.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.28553491974573,106.16823687248824,73.9201431274414,76.20700073242188,-4.992034912109375
1759474882.6150205,73.93350219726562,76.25434112548828,-4.992645263671875,0.003909336868673563,-0.002332479925826192,-0.005071933846920729,1.9190458059310913,-0.06124259791975393,-0.2665406894020566,109.94532932214902,1,14,-0.046875,1.1916666666666667,0.0,1519.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.3288003993475,106.21152144487628,73.93350219726562,76.25434112548828,-4.992645263671875
1759474883.6152341,73.96204376220703,76.25152587890625,-4.93280029296875,0.10207084566354752,-0.2584504187107086,0.2463049292564392,1.916933298110962,0.018802527910260405,5.437490683991301,109.83218899551164,1,14,-0.0421875,1.2416666666666667,0.0,1334.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.34383684574509,106.22937030945884,73.96204376220703,76.25152587890625,-4.93280029296875
1759474884.615052,74.0758285522461,75.99313354492188,-4.570037841796875,0.12405668944120407,-0.3190975487232208,0.4307415783405304,1.91596519947052,0.18624838610871933,1.8248372952924774,109.77672269922049,1,14,-0.037500000000000006,1.0416666666666665,0.0,1519.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.22179610397079,106.12344096229677,74.0758285522461,75.99313354492188,-4.570037841796875
1759474885.615144,74.15068054199219,75.76123809814453,-4.143463134765625,0.07872874289751053,-0.20939308404922485,0.4218828082084656,1.9119740724563599,0.2915270789865271,1.037191203301156,109.54804627795336,1,14,-0.032812499999999994,0.95,0.0,1232.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.09079559393211,106.00985153750723,74.15068054199219,75.76123809814453,-4.143463134765625
1759474886.6151438,74.17733001708984,75.5833969116211,-3.733184814453125,0.062632255256176,-0.17907428741455078,0.38784825801849365,1.9114924669265747,0.2337970230629152,1.455775595833176,109.52045224309987,1,14,-0.037500000000000006,0.8666666666666666,0.0,1232.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9672725232785,105.90149279950643,74.17733001708984,75.5833969116211,-3.733184814453125
1759474887.615149,74.20108795166016,75.41246032714844,-3.357269287109375,0.0658963993191719,-0.1716579794883728,0.3492629826068878,1.9162794351577759,0.4418985426269447,1.422908600112724,109.79472848077361,1,14,-0.0421875,0.7666666666666666,0.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.84947748038206,105.79622217170017,74.20108795166016,75.41246032714844,-3.357269287109375
1759474888.6153321,74.21234130859375,75.24169921875,-3.010772705078125,0.06502445042133331,-0.1740657538175583,0.3152063488960266,1.9210162162780762,0.447653162772996,1.4795372950334824,110.06612387555057,1,14,-0.051562500000000004,0.6916666666666667,0.0,1107.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.72535011107648,105.68247207473931,74.21234130859375,75.24169921875,-3.010772705078125
1759474889.6151886,74.20713806152344,75.07241821289062,-2.789764404296875,0.012620348483324051,-0.053672950714826584,0.09134065359830856,1.9271754026412964,0.3467065290632466,-5.686956521162028,110.41506578937232,1,14,-0.060937500000000006,0.5083333333333333,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.59521817319492,105.55835976185473,74.20713806152344,75.07241821289062,-2.789764404296875
1759474890.615359,74.10640716552734,75.18604278564453,-2.72149658203125,-0.07836103439331055,0.19960881769657135,0.027806684374809265,1.9396913051605225,0.34965405804405125,-1.8587380972399243,111.1361266768793,1,14,-0.0796875,0.6666666666666666,0.0,1161.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.60353761306342,105.56846410149052,74.10640716552734,75.18604278564453,-2.72149658203125
1759474891.6151423,73.96823120117188,75.39535522460938,-2.697174072265625,-0.09462753683328629,0.2298147827386856,0.0063459137454628944,1.954054594039917,0.25810419412923274,-2.263612336585709,111.95908266217172,1,14,-0.10312500000000001,0.6416666666666666,0.0,1066.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.65525810129446,105.62082567597665,73.96823120117188,75.39535522460938,-2.697174072265625
1759474892.6151254,73.84452819824219,75.64610290527344,-2.683197021484375,-0.08676796406507492,0.22238250076770782,-0.00552692636847496,1.9584553241729736,0.29178442927931103,-2.1061131548640897,112.21122605672747,1,14,-0.10781249999999999,0.6666666666666666,0.0,1334.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.74756155974617,105.71351488611191,73.84452819824219,75.64610290527344,-2.683197021484375
1759474893.6153219,73.72381591796875,75.87779998779297,-2.675445556640625,-0.06427665799856186,0.19545844197273254,-0.005747177638113499,1.9615895748138428,-0.545681773302299,0.4928164981698291,112.39080604966695,1,14,-0.12187500000000001,0.7333333333333333,0.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8291055117665,105.79528139049519,73.72381591796875,75.87779998779297,-2.675445556640625
1759474894.615114,73.67108154296875,76.09162139892578,-2.674468994140625,0.001544033526442945,0.2458430379629135,-0.009195868857204914,1.959396481513977,-0.5092570366450159,-0.6406256480814188,112.26515150539683,1,14,-0.12187500000000001,0.6916666666666667,0.0,1925.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.94581580802911,105.91205362388273,73.67108154296875,76.09162139892578,-2.674468994140625
1759474895.6150596,73.64269256591797,76.2741470336914,-2.681732177734375,-0.03444404900074005,0.23227114975452423,-0.005100667476654053,1.955612063407898,0.9798067567920978,-2.0890245240527046,112.04831992450204,1,14,-0.11249999999999999,0.7,0.0,1632.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.05745311645279,106.02354301793298,73.64269256591797,76.2741470336914,-2.681732177734375
1759474896.6151996,73.56192016601562,76.45464324951172,-2.682525634765625,-0.06372173130512238,0.17371776700019836,-0.0007774312398396432,1.954200029373169,0.3202302090840537,-1.4556490897832894,111.96750351657786,1,14,-0.1171875,0.7416666666666667,0.0,1836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.13135501209122,106.0974484750758,73.56192016601562,76.45464324951172,-2.682525634765625
1759474897.615255,73.46701049804688,76.63416290283203,-2.68511962890625,-0.05590733140707016,0.14158807694911957,0.004339124541729689,1.9538997411727905,0.334062251477084,0.6949539967283956,111.95253519190231,1,14,-0.12187500000000001,0.75,0.0,2242.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.19513370564333,106.16118196091227,73.46701049804688,76.63416290283203,-2.68511962890625
1759474898.6151333,73.44139862060547,76.75444793701172,-2.689300537109375,0.020327677950263023,0.16979071497917175,0.0034684804268181324,1.9511502981185913,0.09483537208811768,-2.3802520673016647,111.78842068486364,1,14,-0.1171875,0.7,0.0,2340.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.26437148379041,106.23033610728206,73.44139862060547,76.75444793701172,-2.689300537109375
1759474899.6151059,73.40104675292969,76.86564636230469,-2.694549560546875,-0.06511767953634262,0.17423084378242493,0.007653642911463976,1.9507856369018555,0.309508679830206,-2.045962029695377,111.7627120340143,1,14,-0.1171875,0.7416666666666667,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.31698760054715,106.28283612663266,73.40104675292969,76.86564636230469,-2.694549560546875
1759474900.615103,73.37220001220703,76.92818450927734,-2.69140625,-0.06226929649710655,0.15482237935066223,0.013581504113972187,1.951778769493103,0.1447573238988523,-1.137055351240067,111.82775163730747,1,14,-0.1171875,0.7750000000000001,0.0,2814.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.34222573431154,106.30816199391622,73.37220001220703,76.92818450927734,-2.69140625
1759474901.6151443,73.35374450683594,76.96585845947266,-2.69281005859375,0.007081910967826843,0.101848304271698,0.015027513727545738,1.9535778760910034,-1.216994310519944,-3.282620341557445,111.92916542657676,1,14,-0.12656250000000002,0.7083333333333333,0.0,2665.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.35678834747412,106.32269372799836,73.35374450683594,76.96585845947266,-2.69281005859375
1759474902.6150794,73.35450744628906,77.10363006591797,-2.690582275390625,-0.03853714093565941,0.14610755443572998,0.012171595357358456,1.9529181718826294,0.18138620137056596,-0.7430035729524425,111.89107182053249,1,14,-0.1171875,0.7916666666666667,0.0,3195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.45699960552267,106.42299343670805,73.35450744628906,77.10363006591797,-2.690582275390625
1759474903.6150239,73.3863754272461,77.09600830078125,-2.691925048828125,0.10779513418674469,-0.2547651529312134,-0.002563049318268895,1.9531301259994507,0.012346356815775167,6.129630510969487,111.89916340689116,1,14,-0.11249999999999999,0.8666666666666666,0.0,3285.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4734758272282,106.43944097120597,73.3863754272461,77.09600830078125,-2.691925048828125
1759474904.615122,73.50546264648438,76.78710174560547,-2.694000244140625,0.11684760451316833,-0.3191709816455841,0.015097949653863907,1.9481300115585327,-0.10800405705296232,1.954490179583948,111.61988993167007,1,14,-0.10312500000000001,0.7333333333333333,0.0,2772.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.33235476880546,106.29822215523492,73.50546264648438,76.78710174560547,-2.694000244140625
1759474905.6150036,73.60340118408203,76.50506591796875,-2.69085693359375,0.0823059007525444,-0.2154271900653839,0.011269261129200459,1.948162317276001,-0.23357121629178446,1.0872532484345372,111.6235351737582,1,14,-0.09843750000000001,0.725,0.0,2560.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.19664066256871,106.16254413387837,73.60340118408203,76.50506591796875,-2.69085693359375
1759474906.6150997,73.70003509521484,76.31621551513672,-2.688568115234375,0.07067551463842392,-0.17790432274341583,0.006141808349639177,1.9481703042984009,-0.16973652963791305,1.4609105731395018,111.61616073486469,1,14,-0.09375,0.725,0.0,2520.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.12769818524733,106.09363752642612,73.70003509521484,76.31621551513672,-2.688568115234375
1759474907.615425,73.79721069335938,76.13777923583984,-2.688995361328125,0.07043968141078949,-0.17648333311080933,0.005113356746733189,1.9468947649002075,-0.13834853848963014,1.3331029836948987,111.54890125894748,1,14,-0.084375,0.7166666666666667,0.0,2280.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.06705628581763,106.03296531308347,73.79721069335938,76.13777923583984,-2.688995361328125
1759474908.6151097,73.88246154785156,75.99239349365234,-2.690826416015625,0.07397042959928513,-0.1712789684534073,0.009441059082746506,1.9451333284378052,0.022740467886118585,1.2771107870336054,111.44759734213581,1,14,-0.084375,0.7,0.0,1925.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.02217947233959,105.98802759398752,73.88246154785156,75.99239349365234,-2.690826416015625
1759474909.6152596,73.95059204101562,75.83969116210938,-2.68963623046875,0.068525530397892,-0.16860923171043396,0.006596310529857874,1.9448089599609375,0.1326324980929344,1.3787010753044409,111.4313279347685,1,14,-0.0796875,0.7,0.0,1925.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.96028955147823,105.92614794648607,73.95059204101562,75.83969116210938,-2.68963623046875
1759474910.615044,74.01519012451172,75.68214416503906,-2.689300537109375,0.0630682110786438,-0.17118686437606812,0.014221751131117344,1.9444485902786255,0.01911849640260751,1.3600277681037485,111.40755131552358,1,14,-0.0796875,0.675,0.0,1749.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.89271765312415,105.85856278348659,74.01519012451172,75.68214416503906,-2.689300537109375
1759474911.6151946,74.08718872070312,75.52569580078125,-2.686676025390625,0.06788789480924606,-0.17012552917003632,0.003128406824544072,1.944266676902771,0.021759312789014464,1.2670287573587733,111.39613132575249,1,14,-0.0703125,0.675,0.0,1664.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.83128311985372,105.79717509805839,74.08718872070312,75.52569580078125,-2.686676025390625
1759474912.6151288,74.14392852783203,75.37517547607422,-2.68804931640625,0.06252531707286835,-0.1645887941122055,0.002420826116576791,1.9446172714233398,0.014563366101390241,1.5140705624849886,111.42003249296953,1,14,-0.07500000000000001,0.6583333333333333,0.0,1519.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.76372168525783,105.72955696298574,74.14392852783203,75.37517547607422,-2.68804931640625
1759474913.6151764,74.19881439208984,75.19670104980469,-2.689788818359375,0.06719870120286942,-0.16768582165241241,-0.0004894990706816316,1.9460402727127075,0.062181600869916705,1.5021855448926549,111.49763406106415,1,14,-0.0703125,0.65,0.0,1716.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.67517622342945,105.64093858900297,74.19881439208984,75.19670104980469,-2.689788818359375
1759474914.615012,74.25740051269531,74.99952697753906,-2.691986083984375,0.07136738300323486,-0.17143212258815765,0.010248472914099693,1.945839524269104,0.2852446399105453,1.4256589211448465,111.48543648609828,1,14,-0.07500000000000001,0.6416666666666666,0.0,1519.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.57621591454118,105.54189015626663,74.25740051269531,74.99952697753906,-2.691986083984375
1759474915.6151586,74.28874206542969,74.80518341064453,-2.688079833984375,0.07075474411249161,-0.1646062433719635,0.0063230604864656925,1.9462852478027344,0.27649538114577943,1.5412993985820809,111.51365992289796,1,14,-0.07500000000000001,0.6333333333333333,0.0,1440.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.46022205532276,105.42595820178306,74.28874206542969,74.80518341064453,-2.688079833984375
1759474916.6151085,74.30635833740234,74.62334442138672,-2.68182373046875,0.019991399720311165,-0.04724358394742012,-0.003210090333595872,1.9451594352722168,0.24331680938731667,-5.374705787626136,111.44684945719462,1,14,-0.0796875,0.5,0.0,1410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.34358357546347,105.309441276646,74.30635833740234,74.62334442138672,-2.68182373046875
1759474917.615106,74.23916625976562,74.70372772216797,-2.68218994140625,-0.08052429556846619,0.198125422000885,-0.006338745355606079,1.946366786956787,0.08885228130737742,-2.5075547552523894,111.52246036641733,1,14,-0.084375,0.6083333333333334,0.0,1232.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.35319114965009,105.31904263965245,74.23916625976562,74.70372772216797,-2.68218994140625
1759474918.6150694,74.13994598388672,74.91641998291016,-2.679718017578125,-0.0829399898648262,0.20985105633735657,0.0002841798705048859,1.9489591121673584,0.13207246334708767,-1.059116043999053,111.67045684585536,1,14,-0.08906249999999999,0.6416666666666666,0.0,1232.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.4342565877104,105.40019721779187,74.13994598388672,74.91641998291016,-2.679718017578125
1759474919.6151717,74.03340911865234,75.14871215820312,-2.677337646484375,-0.07284699380397797,0.20344670116901398,-0.0067899106070399284,1.9503098726272583,0.27369137419066003,-0.6261803026402729,111.74485235168251,1,14,-0.09375,0.675,0.0,1440.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.52460728019557,105.49063752184941,74.03340911865234,75.14871215820312,-2.677337646484375
1759474920.61509,73.92646789550781,75.40758514404297,-2.678253173828125,-0.08397024124860764,0.23780906200408936,-0.007319467607885599,1.9510787725448608,0.4431587626648323,-2.2323100359937347,111.79119164259097,1,14,-0.09843750000000001,0.65,0.0,1716.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.63427281344231,105.60031511677244,73.92646789550781,75.40758514404297,-2.678253173828125
1759474921.615033,73.78976440429688,75.6285400390625,-2.6783447265625,-0.07767144590616226,0.1904323548078537,0.0008811075822450221,1.948224663734436,0.39293049233266075,-0.28103040750019004,111.6258151400015,1,14,-0.10781249999999999,0.7166666666666667,0.0,1836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.69663632186231,105.66269634682676,73.78976440429688,75.6285400390625,-2.6783447265625
1759474922.6153097,73.66883087158203,75.80120086669922,-2.676422119140625,-0.07779533416032791,0.18097633123397827,-0.0020314997527748346,1.9452193975448608,0.24813808075405072,-1.3014499248036282,111.45030655063509,1,14,-0.11249999999999999,0.6833333333333333,0.0,1836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.73590653216752,105.70202786521855,73.66883087158203,75.80120086669922,-2.676422119140625
1759474923.6153812,73.56964111328125,75.96184539794922,-2.677032470703125,-0.07816654443740845,0.19774852693080902,-0.0055132778361439705,1.9443315267562866,-0.705135846824824,-1.0634840589735657,111.39464347622147,1,14,-0.1171875,0.7333333333333333,0.0,1836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.78213720968272,105.74825790432172,73.56964111328125,75.96184539794922,-2.677032470703125
1759474924.6153395,73.52974700927734,76.08262634277344,-2.67596435546875,-0.06872377544641495,0.19142967462539673,-0.007378038950264454,1.942844033241272,0.08941021659256555,-2.4505341950567283,111.3181805365087,1,14,-0.1171875,0.6416666666666666,0.0,2016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.84115698391695,105.80732359559244,73.52974700927734,76.08262634277344,-2.67596435546875
1759474925.6150765,73.50686645507812,76.17831420898438,-2.66973876953125,-0.06277473270893097,0.1671702265739441,-0.010632521472871304,1.9443804025650024,0.0487678535612419,-1.2502029023842922,111.41904986092165,1,14,-0.11249999999999999,0.7083333333333333,0.0,2457.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.89392086831509,105.86026153268016,73.50686645507812,76.17831420898438,-2.66973876953125
1759474926.615223,73.5009765625,76.22649383544922,-2.666717529296875,-0.058424629271030426,0.14773505926132202,-0.011833207681775093,1.946445107460022,0.025076374547688195,-1.997411424512497,111.5282144954259,1,14,-0.1171875,0.6583333333333333,0.0,2379.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.92442258737128,105.89084907623959,73.5009765625,76.22649383544922,-2.666717529296875
1759474927.6150908,73.47445678710938,76.32686614990234,-2.662353515625,-0.05123736336827278,0.12785816192626953,-0.01964501291513443,1.948623776435852,-0.057111635615644654,2.814127219017115,111.64664444607745,1,14,-0.1171875,0.8333333333333334,0.0,2881.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.97817899297984,105.94473227313338,73.47445678710938,76.32686614990234,-2.662353515625
1759474928.615255,73.47417449951172,76.3810806274414,-2.659576416015625,-0.06993423402309418,0.1747514009475708,-0.020208090543746948,1.9497387409210205,-0.14977293046899667,-0.8576156352300445,111.71005252674799,1,14,-0.1171875,0.7333333333333333,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.01696629744237,105.98360154382566,73.47417449951172,76.3810806274414,-2.659576416015625
1759474929.6152573,73.47628021240234,76.48612213134766,-2.661712646484375,-0.06719525903463364,0.1757345348596573,-0.029730312526226044,1.9514975547790527,-0.1626406943805731,0.5410427461881123,111.81830571816964,1,14,-0.11249999999999999,0.7,0.0,2318.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.09418149340402,106.06078744070732,73.47628021240234,76.48612213134766,-2.661712646484375
1759474930.6151752,73.5116195678711,76.53724670410156,-2.660186767578125,0.015153548680245876,-0.03527272492647171,-0.024640148505568504,1.9512053728103638,-0.018051819786384406,1.7291993773826313,111.80329128289613,1,14,-0.11249999999999999,0.7833333333333334,0.0,3358.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.15547530944559,106.12213880494453,73.5116195678711,76.53724670410156,-2.660186767578125
1759474931.6150439,73.53346252441406,76.5666732788086,-2.66302490234375,-0.07624591141939163,0.17690613865852356,-0.02410423383116722,1.9540480375289917,-0.15506441093434803,-0.5207118153124899,111.9619379698919,1,14,-0.10781249999999999,0.725,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.19188890609175,106.15849267869825,73.53346252441406,76.5666732788086,-2.66302490234375
